41 0 8 #Rotation x y z
400.9 120.3 -306.0 #Center of root x y z
689 393 200 #Dimension of raw data set x y z
ObjectID X Y Z Timepoint Radius Precursors Color Lineage TrackID TrackColor TrackGroup Layer DivisionType
100 306.4838867188 108.2155761719 121 177 10 "{7, 22, 99}" "RGBColor[0.902151, 0.503169, 0.20138]" 7 "{7, 2, 1, 1}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 -
100 316.5766601563 102.1599121094 114 255 10 "{7, 22, 99}" "RGBColor[0.902151, 0.503169, 0.20138]" 7 "{7, 2, 1, 1}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 1
101 291.6811523438 111.5798339844 121 177 10 "{7, 22, 99}" "RGBColor[0.887395, 0.353547, 0.172317]" 7 "{7, 2, 1, 2}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 -
101 273.5141601563 114.9440917969 119 260 10 "{7, 22, 99}" "RGBColor[0.887395, 0.353547, 0.172317]" 7 "{7, 2, 1, 2}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 1
102 312.5395507813 113.5983886719 128 116 10 "{7, 22}" "RGBColor[0.509961, 0.728759, 0.444802]" 7 "{7, 2, 2}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 -
102 304.4653320313 115.6169433594 129 188 10 "{7, 22}" "RGBColor[0.509961, 0.728759, 0.444802]" 7 "{7, 2, 2}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 0
103 309.1752929688 114.9440917969 129 189 10 "{7, 22, 102}" "RGBColor[0.245709, 0.327945, 0.804581]" 7 "{7, 2, 2, 1}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 -
103 323.9780273438 108.2155761719 125 273 10 "{7, 22, 102}" "RGBColor[0.245709, 0.327945, 0.804581]" 7 "{7, 2, 2, 1}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 0
104 285.6254882813 115.6169433594 129 189 10 "{7, 22, 102}" "RGBColor[0.252296, 0.222585, 0.766432]" 7 "{7, 2, 2, 2}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 -
104 225.7416992188 125.7097167969 126 267 10 "{7, 22, 102}" "RGBColor[0.252296, 0.222585, 0.766432]" 7 "{7, 2, 2, 2}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 0
349 424.9057617188 96.1042480469 137 282 10 "{7, 21, 35, 80}" "RGBColor[0.784853, 0.72348, 0.264982]" 7 "{7, 1, 2, 1, 1}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 -
349 424.9057617188 98.1228027344 135 300 10 "{7, 21, 35, 80}" "RGBColor[0.784853, 0.72348, 0.264982]" 7 "{7, 1, 2, 1, 1}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 -
350 425.5786132813 92.7399902344 130 282 10 "{7, 21, 35, 80}" "RGBColor[0.861106, 0.16038, 0.137248]" 7 "{7, 1, 2, 1, 2}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 -
350 424.9057617188 101.4870605469 126 300 10 "{7, 21, 35, 80}" "RGBColor[0.861106, 0.16038, 0.137248]" 7 "{7, 1, 2, 1, 2}" "RGBColor[0.92491, 0.933333, 0.]" 3 0 -
