92;0;16;#Rotation;x;y;z;;;;;;;
315.6;117.3;-130.8;#Center;of;root;x;y;z;;;;;
682;406;130;#Dimension;of;raw;data;set;x;y;z;;;
ObjectID;X;Y;Z;Timepoint;Radius;Precursors;Color;Lineage;TrackID;TrackColor;TrackGroup;Layer;DivisionType
177;280.7255859375;166.7338867188;59;350;10;{4, 102, 103, 121, 135};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 1, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;-
178;286.7197265625;183.3842773438;61;320;10;{4, 102, 103, 121, 135};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 1, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
178;292.0478515625;187.3803710938;59;350;10;{4, 102, 103, 121, 135};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 2, 1, 1, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
179;377.2978515625;177.3901367188;59;239;10;{4, 101, 144, 145, 157};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 1, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
179;372.6357421875;186.7143554688;52;341;10;{4, 101, 144, 145, 157};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 1, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;2
180;359.9814453125;190.0444335938;61;239;10;{4, 101, 144, 145, 157};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 1, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
180;361.9794921875;203.3647460938;61;342;10;{4, 101, 144, 145, 157};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 1, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;2
181;355.3193359375;204.6967773438;59;343;10;{4, 101, 144, 145, 157, 180};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 1, 1, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
181;355.9853515625;206.6948242188;56;350;10;{4, 101, 144, 145, 157, 180};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 1, 1, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
182;370.6376953125;205.3627929688;65;343;10;{4, 101, 144, 145, 157, 180};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 1, 1, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
182;372.6357421875;204.0307617188;67;350;10;{4, 101, 144, 145, 157, 180};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 1, 1, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
183;363.9775390625;188.0463867188;49;342;10;{4, 101, 144, 145, 157, 179};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 1, 1, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
183;359.9814453125;187.3803710938;44;350;10;{4, 101, 144, 145, 157, 179};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 1, 1, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
184;379.2958984375;190.0444335938;56;342;10;{4, 101, 144, 145, 157, 179};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 1, 1, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
184;382.6259765625;190.7104492188;58;350;10;{4, 101, 144, 145, 157, 179};RGBColor[0.35736448989763314, 0.8503480085089217, 0.8247770033308011];4;{4, 1, 2, 1, 1, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
185;472.5380859375;98.1342773438;43;29;10;{3};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;-
185;521.1572265625;78.8198242188;48;87;10;{3};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;0
186;441.9013671875;111.4545898438;43;29;10;{3};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;-
186;413.9287109375;124.7749023438;51;96;10;{3};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;1
187;418.5908203125;135.4311523438;51;97;10;{3, 186};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
187;406.6025390625;142.7573242188;52;168;10;{3, 186};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;0
188;409.2666015625;118.1147460938;51;97;10;{3, 186};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;-
188;409.9326171875;116.7827148438;58;215;10;{3, 186};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;0
189;417.9248046875;112.1206054688;58;216;10;{3, 186, 188};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 2, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;-
189;417.2587890625;124.1088867188;58;350;10;{3, 186, 188};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 2, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;-
190;402.6064453125;120.7788085938;58;216;10;{3, 186, 188};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 2, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;-
190;393.9482421875;131.4350585938;60;350;10;{3, 186, 188};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 2, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;-
191;415.9267578125;136.7631835938;52;169;10;{3, 186, 187};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 2, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
191;433.9091796875;154.0795898438;58;307;10;{3, 186, 187};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 2, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;1
192;397.9443359375;144.7553710938;52;169;10;{3, 186, 187};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 2, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
192;395.9462890625;154.0795898438;57;232;10;{3, 186, 187};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 2, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;1
193;397.2783203125;162.0717773438;57;233;10;{3, 186, 187, 192};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 2, 1, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
193;399.2763671875;173.3940429688;54;320;10;{3, 186, 187, 192};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 2, 1, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;2
194;393.9482421875;145.4213867188;57;233;10;{3, 186, 187, 192};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 2, 1, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
194;397.2783203125;154.0795898438;59;350;10;{3, 186, 187, 192};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 2, 1, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
195;393.9482421875;171.3959960938;51;321;10;{3, 186, 187, 192, 193};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 2, 1, 2, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
195;393.9482421875;170.0639648438;49;350;10;{3, 186, 187, 192, 193};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 2, 1, 2, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
196;401.9404296875;179.3881835938;58;321;10;{3, 186, 187, 192, 193};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 2, 1, 2, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
196;408.6005859375;180.0541992188;58;350;10;{3, 186, 187, 192, 193};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 2, 1, 2, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;2;-
197;443.2333984375;140.0932617188;58;308;10;{3, 186, 187, 191};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 2, 1, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
197;433.2431640625;138.7612304688;58;350;10;{3, 186, 187, 191};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 2, 1, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
198;433.2431640625;161.4057617188;58;308;10;{3, 186, 187, 191};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 2, 1, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
198;431.2451171875;158.7416992188;54;350;10;{3, 186, 187, 191};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 2, 1, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
199;533.8115234375;76.1557617188;48;88;10;{3, 185};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;-
199;612.4013671875;40.8569335938;53;350;10;{3, 185};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 1, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;-
200;508.5029296875;88.1440429688;48;88;10;{3, 185};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;-
200;477.8662109375;110.1225585938;58;309;10;{3, 185};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 1, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;1
201;475.8681640625;104.7944335938;58;310;10;{3, 185, 200};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 1, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;-
201;483.1943359375;94.8041992188;57;350;10;{3, 185, 200};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 1, 2, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;-
202;478.5322265625;119.4467773438;58;310;10;{3, 185, 200};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 1, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
202;485.8583984375;124.1088867188;57;350;10;{3, 185, 200};RGBColor[0.8732545621093076, 0.2552963995104587, 0.15384994295764418];3;{3, 1, 2, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
203;663.0185546875;10.2202148438;51;66;10;{5};RGBColor[0.2892119164444628, 0.5440514092378386, 0.7660563659459692];5;{5, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
203;678.3369140625;5.5581054688;67;350;10;{5};RGBColor[0.2892119164444628, 0.5440514092378386, 0.7660563659459692];5;{5, 1};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;1;-
204;639.0419921875;18.2124023438;51;66;10;{5};RGBColor[0.2892119164444628, 0.5440514092378386, 0.7660563659459692];5;{5, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;-
204;559.7861328125;65.4995117188;69;350;10;{5};RGBColor[0.2892119164444628, 0.5440514092378386, 0.7660563659459692];5;{5, 2};RGBColor[0.06666666666666667, 0.847348744945449, 1.];3;0;-
205;319.3544921875;143.4233398438;40;38;10;{2};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 1};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;-
205;367.9736328125;128.1049804688;41;96;10;{2};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 1};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;0
206;303.3701171875;150.7495117188;40;38;10;{2};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 2};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;-
206;266.0732421875;160.0737304688;45;105;10;{2};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 2};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;0
207;275.3974609375;156.7436523438;45;106;10;{2, 206};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 2, 1};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;-
207;287.3857421875;148.7514648438;48;178;10;{2, 206};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 2, 1};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;1
208;257.4150390625;162.7377929688;45;106;10;{2, 206};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 2, 2};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;-
208;234.1044921875;165.4018554688;49;175;10;{2, 206};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 2, 2};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;1
209;234.7705078125;158.7416992188;49;176;10;{2, 206, 208};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 2, 2, 1};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;-
209;219.4521484375;170.7299804688;54;325;10;{2, 206, 208};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 2, 2, 1};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;0
210;232.7724609375;171.3959960938;49;176;10;{2, 206, 208};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 2, 2, 2};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;-
210;238.7666015625;185.3823242188;48;284;10;{2, 206, 208};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 2, 2, 2};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;0
211;247.4248046875;188.7124023438;50;285;10;{2, 206, 208, 210};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 2, 2, 2, 1};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;-
211;253.4189453125;188.0463867188;47;350;10;{2, 206, 208, 210};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 2, 2, 2, 1};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;-
212;226.1123046875;184.0502929688;46;285;10;{2, 206, 208, 210};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 2, 2, 2, 2};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;-
212;209.4619140625;191.3764648438;47;350;10;{2, 206, 208, 210};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 2, 2, 2, 2};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;-
213;228.7763671875;168.0659179688;54;326;10;{2, 206, 208, 209};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 2, 2, 1, 1};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;-
213;238.1005859375;164.7358398438;56;350;10;{2, 206, 208, 209};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 2, 2, 1, 1};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;-
214;208.7958984375;172.0620117188;54;326;10;{2, 206, 208, 209};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 2, 2, 1, 2};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;-
214;170.8330078125;180.0541992188;51;350;10;{2, 206, 208, 209};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 2, 2, 1, 2};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;-
215;284.7216796875;142.7573242188;50;179;10;{2, 206, 207};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 2, 1, 1};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;-
215;281.3916015625;153.4135742188;54;310;10;{2, 206, 207};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 2, 1, 1};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;1
216;288.0517578125;155.4116210938;45;179;10;{2, 206, 207};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 2, 1, 2};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;1;-
216;293.3798828125;174.0600585938;49;253;10;{2, 206, 207};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 2, 1, 2};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;1;1
217;293.3798828125;180.0541992188;45;254;10;{2, 206, 207, 216};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 2, 1, 2, 1};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;2;-
217;288.7177734375;171.3959960938;44;330;10;{2, 206, 207, 216};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 2, 1, 2, 1};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;2;2
218;294.0458984375;172.0620117188;55;254;10;{2, 206, 207, 216};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 2, 1, 2, 2};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;1;-
218;290.7158203125;177.3901367188;50;350;10;{2, 206, 207, 216};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 2, 1, 2, 2};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;1;-
219;286.0537109375;166.0678710938;42;331;10;{2, 206, 207, 216, 217};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 2, 1, 2, 1, 1};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;2;-
219;282.0576171875;162.0717773438;40;350;10;{2, 206, 207, 216, 217};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 2, 1, 2, 1, 1};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;2;-
220;291.3818359375;181.3862304688;42;331;10;{2, 206, 207, 216, 217};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 2, 1, 2, 1, 2};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;2;-
220;294.0458984375;185.3823242188;40;350;10;{2, 206, 207, 216, 217};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 2, 1, 2, 1, 2};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;2;-
221;284.7216796875;156.0776367188;52;311;10;{2, 206, 207, 215};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 2, 1, 1, 1};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;1;-
221;278.7275390625;162.7377929688;52;350;10;{2, 206, 207, 215};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 2, 1, 1, 1};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;1;-
222;280.7255859375;150.0834960938;57;311;10;{2, 206, 207, 215};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 2, 1, 1, 2};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;-
222;276.7294921875;146.7534179688;54;350;10;{2, 206, 207, 215};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 2, 1, 1, 2};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;-
223;377.9638671875;125.4409179688;41;97;10;{2, 205};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 1, 1};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;-
223;389.2861328125;124.1088867188;43;199;10;{2, 205};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 1, 1};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;1
224;355.3193359375;133.4331054688;41;97;10;{2, 205};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 1, 2};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;-
224;333.3408203125;141.4252929688;43;170;10;{2, 205};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 1, 2};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;1
225;336.0048828125;146.0874023438;40;171;10;{2, 205, 224};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 1, 2, 1};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;1;-
225;336.0048828125;162.0717773438;46;261;10;{2, 205, 224};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 1, 2, 1};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;1;2
226;330.0107421875;134.0991210938;45;171;10;{2, 205, 224};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 1, 2, 2};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;-
226;333.3408203125;142.0913085938;55;285;10;{2, 205, 224};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 1, 2, 2};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;1
227;337.3369140625;149.4174804688;52;286;10;{2, 205, 224, 226};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 1, 2, 2, 1};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;1;-
227;332.0087890625;148.7514648438;50;350;10;{2, 205, 224, 226};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 1, 2, 2, 1};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;1;-
228;331.3427734375;134.7651367188;56;286;10;{2, 205, 224, 226};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 1, 2, 2, 2};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;-
228;327.3466796875;130.7690429688;53;350;10;{2, 205, 224, 226};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 1, 2, 2, 2};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;-
229;338.0029296875;170.7299804688;43;262;10;{2, 205, 224, 225};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 1, 2, 1, 1};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;2;-
229;336.6708984375;177.3901367188;39;350;10;{2, 205, 224, 225};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 1, 2, 1, 1};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;2;-
230;334.6728515625;152.7475585938;49;262;10;{2, 205, 224, 225};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 1, 2, 1, 2};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;1;-
230;332.6748046875;156.0776367188;42;338;10;{2, 205, 224, 225};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 1, 2, 1, 2};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;1;2
231;332.0087890625;153.4135742188;37;339;10;{2, 205, 224, 225, 230};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 1, 2, 1, 2, 1};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;2;-
231;327.3466796875;148.7514648438;40;350;10;{2, 205, 224, 225, 230};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 1, 2, 1, 2, 1};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;2;-
232;334.0068359375;163.4038085938;49;339;10;{2, 205, 224, 225, 230};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 1, 2, 1, 2, 2};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;1;-
232;334.6728515625;165.4018554688;47;350;10;{2, 205, 224, 225, 230};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 1, 2, 1, 2, 2};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;1;-
234;391.9501953125;127.4389648438;39;200;10;{2, 205, 223};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 1, 1, 1};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;1;-
234;399.2763671875;137.4291992188;45;296;10;{2, 205, 223};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 1, 1, 1};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;1;0
235;385.2900390625;116.1166992188;44;200;10;{2, 205, 223};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 1, 1, 2};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;-
235;407.9345703125;114.1186523438;51;318;10;{2, 205, 223};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 1, 1, 2};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;0
236;417.9248046875;110.1225585938;51;319;10;{2, 205, 223, 235};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 1, 1, 2, 1};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;-
236;462.5478515625;90.8081054688;50;350;10;{2, 205, 223, 235};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 1, 1, 2, 1};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;-
237;402.6064453125;118.1147460938;51;319;10;{2, 205, 223, 235};RGBColor[0.394216227725057, 0.13167294376533256, 0.18764151078499236];2;{2, 1, 1, 2, 2};RGBColor[0.3043106736858167, 1., 0.06666666666666667];4;0;-
