ID Time CellCorners
173 213 0.135582,-0.192497,0,0.131267,-0.130087,0,0.13626,-0.0728538,0,0.229704,-0.0972022,0,0.230694,-0.103913,0,0.237133,-0.191261,0
172 213 0.133548,-0.36515,0,0.127841,-0.408858,0,0,-0.46704,0,-0.00193197,-0.365367,0,0.008196,-0.300969,0,0.1329,-0.309943,0
171 213 0.008196,-0.300969,0,0.00672581,-0.272474,0,0.0176167,-0.196294,0,0.134035,-0.210445,0,0.138482,-0.277196,0,0.1329,-0.309943,0
170 213 0.133206,0.0460767,0,0.1344,0.0763252,0,0.221304,0.0729527,0,0.22788,0.00434036,0,0.227173,-0.0126193,0,0.138287,-0.0144173,0
169 213 0.227173,-0.0126193,0,0.229704,-0.0972022,0,0.13626,-0.0728538,0,0.135529,-0.0646409,0,0.138287,-0.0144173,0
168 213 0.122399,0.184942,0,0.127955,0.124253,0,0.00444591,0.126444,0,-0.0019968,0.18183,0,0.0017847,0.224904,0,0.112655,0.229654,0
167 213 0.0017847,0.224904,0,0,0.36592,0,0.114704,0.336116,0,0.112655,0.229654,0
166 213 0.00444591,0.126444,0,0.00241708,0.0870623,0,-0.0701344,0.0709991,0,-0.142382,0.0717235,0,-0.144028,0.116197,0,-0.135714,0.183022,0,-0.0019968,0.18183,0
165 213 -0.135714,0.183022,0,-0.137353,0.326968,0,0,0.36592,0,0.0017847,0.224904,0,-0.0019968,0.18183,0
164 213 -0.152587,-0.157558,0,-0.154988,-0.170533,0,-0.23505,-0.18832,0,-0.235972,-0.159085,0,-0.229406,-0.098201,0,-0.150342,-0.105873,0
163 213 -0.229406,-0.098201,0,-0.230408,-0.0816781,0,-0.227901,-0.00685252,0,-0.149447,0.00311291,0,-0.147941,-0.0890846,0,-0.150342,-0.105873,0
162 213 0.5,-1.33,0,0.242424,-1.33,0,0.243773,-1.15059,0,0.478702,-1.13809,0
161 213 0.243773,-1.15059,0,0.234184,-1.10252,0,0.23993,-1.05579,0,0.324354,-1.04347,0,0.47344,-1.0536,0,0.483048,-1.09322,0,0.478702,-1.13809,0
160 213 0.23993,-1.05579,0,0.230049,-0.986838,0,0.241248,-0.866394,0,0.315942,-0.865991,0,0.337289,-0.87554,0,0.324354,-1.04347,0
159 213 0.337289,-0.87554,0,0.485125,-0.91861,0,0.47344,-1.0536,0,0.324354,-1.04347,0
158 213 -0.142382,0.0717235,0,-0.149447,0.00311291,0,-0.227901,-0.00685252,0,-0.229516,0.0231755,0,-0.223518,0.116456,0,-0.144028,0.116197,0
157 213 -0.223518,0.116456,0,-0.223736,0.118541,0,-0.226459,0.280824,0,-0.137353,0.326968,0,-0.135714,0.183022,0,-0.144028,0.116197,0
156 213 -0.320381,-0.842808,0,-0.281418,-0.940397,0,-0.4702,-1.04189,0,-0.483075,-0.992452,0,-0.479838,-0.890466,0,-0.330654,-0.829004,0
155 213 -0.479838,-0.890466,0,-0.5,-0.760699,0,-0.4252,-0.690028,0,-0.369758,-0.757626,0,-0.330654,-0.829004,0
154 213 0.485125,-0.91861,0,0.337289,-0.87554,0,0.315942,-0.865991,0,0.340056,-0.756621,0,0.494324,-0.784563,0
153 213 0.340056,-0.756621,0,0.34328,-0.695009,0,0.368368,-0.603148,0,0.5,-0.75693,0,0.494324,-0.784563,0
152 213 -0.249833,-0.492181,0,-0.240094,-0.497454,0,-0.239345,-0.596597,0,-0.241132,-0.615912,0,-0.273842,-0.646699,0,-0.335997,-0.550002,0
151 213 -0.273842,-0.646699,0,-0.369758,-0.757626,0,-0.4252,-0.690028,0,-0.354764,-0.559982,0,-0.335997,-0.550002,0
150 213 0.466181,-0.368029,0,0.455924,-0.301377,0,0.435513,-0.181744,0,0.432751,-0.10543,0,0.424622,0.0574993,0,0.68873,-0.336579,0,0.673433,-0.433139,0,0.471493,-0.386638,0
149 213 0.673433,-0.433139,0,0.635656,-0.839568,0,0.5,-0.75693,0,0.462683,-0.478924,0,0.471493,-0.386638,0
148 213 0.24459,-0.599414,0,0.25966,-0.504793,0,0.336644,-0.551797,0,0.368368,-0.603148,0,0.34328,-0.695009,0,0.245537,-0.672765,0
147 213 0.34328,-0.695009,0,0.340056,-0.756621,0,0.315942,-0.865991,0,0.241248,-0.866394,0,0.234203,-0.784055,0,0.245537,-0.672765,0
146 213 -0.746603,-0.793068,0,-0.641922,-0.759737,0,-0.5,-0.760699,0,-0.479838,-0.890466,0,-0.483075,-0.992452,0,-0.713766,-1.01321,0
145 213 -0.483075,-0.992452,0,-0.4702,-1.04189,0,-0.467574,-1.09835,0,-0.5,-1.33,0,-0.765,-1.33,0,-0.722294,-1.03796,0,-0.713766,-1.01321,0
144 213 -0.488412,-0.501941,0,-0.487963,-0.54766,0,-0.5,-0.760699,0,-0.641922,-0.759737,0,-0.642164,-0.53376,0
143 213 -0.641922,-0.759737,0,-0.746603,-0.793068,0,-0.780067,-0.780008,0,-0.768284,-0.688892,0,-0.720726,-0.525489,0,-0.642164,-0.53376,0
142 213 -0.424622,0.0593837,0,-0.434573,-0.125465,0,-0.443024,-0.255142,0,-0.460903,-0.348173,0,-0.623895,-0.238156,0
141 213 -0.460903,-0.348173,0,-0.460662,-0.372872,0,-0.471245,-0.446496,0,-0.488412,-0.501941,0,-0.642164,-0.53376,0,-0.720726,-0.525489,0,-0.683196,-0.325156,0,-0.623895,-0.238156,0
140 213 -0.330654,-0.829004,0,-0.369758,-0.757626,0,-0.273842,-0.646699,0,-0.241132,-0.615912,0,-0.224445,-0.800096,0,-0.320381,-0.842808,0
139 213 -0.224445,-0.800096,0,-0.223483,-0.806683,0,-0.24705,-0.988857,0,-0.281418,-0.940397,0,-0.320381,-0.842808,0
138 213 1.5,-0.94,0,1.5,-1.12,0,1.15988,-1.09359,0,1.17215,-0.825941,0
137 213 1.15988,-1.09359,0,0.999999,-1.13713,0,0.973021,-1.11224,0,0.888307,-0.590888,0,1.17215,-0.825941,0
136 213 0.156723,-0.434241,0,0.249848,-0.486217,0,0.25966,-0.504793,0,0.24459,-0.599414,0,0.138663,-0.576372,0
135 213 0.24459,-0.599414,0,0.245537,-0.672765,0,0.234203,-0.784055,0,0.136321,-0.728175,0,0.13479,-0.595096,0,0.138663,-0.576372,0
134 213 0.136321,-0.728175,0,0.127699,-0.728827,0,0.016277,-0.71704,0,0.00883722,-0.660125,0,0.010879,-0.587009,0,0.13479,-0.595096,0
133 213 0.010879,-0.587009,0,0,-0.46704,0,0.127841,-0.408858,0,0.156723,-0.434241,0,0.138663,-0.576372,0,0.13479,-0.595096,0
132 213 -0.108028,-0.60087,0,-0.0866625,-0.464363,0,0,-0.46704,0,0.010879,-0.587009,0,0.00883722,-0.660125,0,-0.103641,-0.672567,0
131 213 0.00883722,-0.660125,0,0.016277,-0.71704,0,0.00821838,-0.801533,0,-0.0998624,-0.776586,0,-0.109472,-0.772259,0,-0.103641,-0.672567,0
130 213 -0.240094,-0.497454,0,-0.148953,-0.435819,0,-0.0866625,-0.464363,0,-0.108028,-0.60087,0,-0.239345,-0.596597,0
129 213 -0.108028,-0.60087,0,-0.103641,-0.672567,0,-0.109472,-0.772259,0,-0.223483,-0.806683,0,-0.224445,-0.800096,0,-0.241132,-0.615912,0,-0.239345,-0.596597,0
128 213 0.00635374,-1.0514,0,0.0106671,-1.09357,0,0,-1.33,0,-0.11443,-1.33,0,-0.0932467,-1.03212,0
127 213 -0.11443,-1.33,0,-0.257586,-1.33,0,-0.261498,-1.11824,0,-0.243811,-1.03296,0,-0.122094,-1.01759,0,-0.0932467,-1.03212,0
126 213 0.75002,-1.02809,0,0.723349,-1.33,0,0.5,-1.33,0,0.478702,-1.13809,0,0.483048,-1.09322,0,0.704085,-0.974867,0
125 213 0.483048,-1.09322,0,0.47344,-1.0536,0,0.485125,-0.91861,0,0.494324,-0.784563,0,0.5,-0.75693,0,0.635656,-0.839568,0,0.704085,-0.974867,0
124 213 0.243773,-1.15059,0,0.242424,-1.33,0,0,-1.33,0,0.0106671,-1.09357,0,0.234184,-1.10252,0
123 213 0.0106671,-1.09357,0,0.00635374,-1.0514,0,0.0198354,-0.96735,0,0.125337,-0.957325,0,0.230049,-0.986838,0,0.23993,-1.05579,0,0.234184,-1.10252,0
122 213 0.00821838,-0.801533,0,0.0198354,-0.96735,0,0.00635374,-1.0514,0,-0.0932467,-1.03212,0,-0.122094,-1.01759,0,-0.0998624,-0.776586,0
121 213 -0.122094,-1.01759,0,-0.243811,-1.03296,0,-0.24705,-0.988857,0,-0.223483,-0.806683,0,-0.109472,-0.772259,0,-0.0998624,-0.776586,0
120 213 0.0198354,-0.96735,0,0.00821838,-0.801533,0,0.016277,-0.71704,0,0.127699,-0.728827,0,0.125337,-0.957325,0
119 213 0.127699,-0.728827,0,0.136321,-0.728175,0,0.234203,-0.784055,0,0.241248,-0.866394,0,0.230049,-0.986838,0,0.125337,-0.957325,0
118 213 0.5,-0.75693,0,0.368368,-0.603148,0,0.336644,-0.551797,0,0.339398,-0.477348,0,0.462683,-0.478924,0
116 213 -0.354764,-0.559982,0,-0.4252,-0.690028,0,-0.5,-0.760699,0,-0.487963,-0.54766,0,-0.357153,-0.532506,0
108 213 -0.424622,0.0593837,0,-0.346931,0.154621,0,-0.341257,0.109121,0,-0.340258,-0.00202005,0,-0.342294,-0.0778465,0,-0.347884,-0.116654,0,-0.434573,-0.125465,0
103 213 0.330728,-0.0962419,0,0.323433,-0.0140478,0,0.32359,0.114566,0,0.329944,0.173007,0,0.424622,0.0574993,0,0.432751,-0.10543,0
86 213 -0.849254,-0.543029,0,-0.898259,-0.660831,0,-0.992114,-0.897653,0,-1.14285,-0.953228,0,-1.1256,-0.794157,0
85 213 -1.14285,-0.953228,0,-1.5,-1.12,0,-1.5,-0.94,0,-1.1256,-0.794157,0
78 213 -0.780067,-0.780008,0,-0.979115,-0.9003,0,-0.992114,-0.897653,0,-0.898259,-0.660831,0,-0.768284,-0.688892,0
77 213 -0.898259,-0.660831,0,-0.849254,-0.543029,0,-0.683196,-0.325156,0,-0.720726,-0.525489,0,-0.768284,-0.688892,0
62 213 0.888307,-0.590888,0,0.973021,-1.11224,0,0.75002,-1.02809,0,0.704085,-0.974867,0,0.635656,-0.839568,0,0.673433,-0.433139,0,0.68873,-0.336579,0
60 213 0.973021,-1.11224,0,0.999999,-1.13713,0,0.999999,-1.33,0,0.723349,-1.33,0,0.75002,-1.02809,0
13 213 -0.966205,-1.01078,0,-1.00913,-1.33,0,-1.5,-1.33,0,-1.5,-1.12,0,-1.14285,-0.953228,0,-0.992114,-0.897653,0,-0.979115,-0.9003,0
10 213 1.15988,-1.09359,0,1.5,-1.12,0,1.5,-1.33,0,0.999999,-1.33,0,0.999999,-1.13713,0
220 214 0.455831,-0.298073,0,0.333412,-0.265337,0,0.330743,-0.229095,0,0.333965,-0.183361,0,0.435367,-0.177972,0
219 214 0.333965,-0.183361,0,0.329919,-0.103034,0,0.330646,-0.0920469,0,0.43255,-0.101365,0,0.435367,-0.177972,0
218 214 0.471431,-0.383661,0,0.462658,-0.476265,0,0.339393,-0.474565,0,0.334387,-0.4389,0,0.332586,-0.378905,0,0.466114,-0.364979,0
217 214 0.332586,-0.378905,0,0.33067,-0.366152,0,0.331428,-0.286405,0,0.333412,-0.265337,0,0.455831,-0.298073,0,0.466114,-0.364979,0
216 214 -0.434382,-0.121482,0,-0.347792,-0.112558,0,-0.346456,-0.196215,0,-0.345736,-0.241461,0,-0.34914,-0.260651,0,-0.442911,-0.251662,0
215 214 -0.34914,-0.260651,0,-0.354908,-0.326656,0,-0.356725,-0.341364,0,-0.460596,-0.369845,0,-0.460825,-0.345056,0,-0.442911,-0.251662,0
214 214 -0.460596,-0.369845,0,-0.356725,-0.341364,0,-0.350201,-0.4251,0,-0.355718,-0.461002,0,-0.471203,-0.443744,0
213 214 -0.355718,-0.461002,0,-0.35715,-0.529939,0,-0.487946,-0.545275,0,-0.488381,-0.4994,0,-0.471203,-0.443744,0
212 214 0.33067,-0.366152,0,0.245012,-0.356118,0,0.237988,-0.288833,0,0.238563,-0.281032,0,0.331428,-0.286405,0
211 214 0.238563,-0.281032,0,0.238616,-0.196992,0,0.330743,-0.229095,0,0.333412,-0.265337,0,0.331428,-0.286405,0
210 214 -0.356725,-0.341364,0,-0.354908,-0.326656,0,-0.237152,-0.324651,0,-0.236148,-0.343181,0,-0.237901,-0.405798,0,-0.244408,-0.435117,0,-0.350201,-0.4251,0
209 214 -0.244408,-0.435117,0,-0.249832,-0.489379,0,-0.335995,-0.547475,0,-0.354763,-0.557505,0,-0.35715,-0.529939,0,-0.355718,-0.461002,0,-0.350201,-0.4251,0
208 214 -0.148953,-0.432737,0,-0.240093,-0.494662,0,-0.249832,-0.489379,0,-0.244408,-0.435117,0,-0.237901,-0.405798,0,-0.149629,-0.414552,0
207 214 -0.237901,-0.405798,0,-0.236148,-0.343181,0,-0.14939,-0.338351,0,-0.146904,-0.361654,0,-0.149629,-0.414552,0
206 214 0.323324,-0.00952813,0,0.227837,0.00900383,0,0.221251,0.0778882,0,0.223388,0.124363,0,0.323416,0.119593,0
205 214 0.223388,0.124363,0,0.218064,0.194922,0,0.226334,0.286057,0,0.32972,0.178261,0,0.323416,0.119593,0
204 214 -0.346456,-0.196215,0,-0.23595,-0.155061,0,-0.235032,-0.184405,0,-0.235727,-0.243843,0,-0.345736,-0.241461,0
203 214 -0.235727,-0.243843,0,-0.232921,-0.270944,0,-0.237152,-0.324651,0,-0.354908,-0.326656,0,-0.34914,-0.260651,0,-0.345736,-0.241461,0
202 214 -0.235727,-0.243843,0,-0.235032,-0.184405,0,-0.154982,-0.166488,0,-0.144602,-0.27019,0,-0.144791,-0.271623,0,-0.232921,-0.270944,0
201 214 -0.144791,-0.271623,0,-0.14939,-0.338351,0,-0.236148,-0.343181,0,-0.237152,-0.324651,0,-0.232921,-0.270944,0
200 214 -0.223454,0.121558,0,-0.229468,0.0279066,0,-0.340122,0.00252919,0,-0.341055,0.11411,0,-0.223671,0.123651,0
199 214 -0.341055,0.11411,0,-0.346685,0.159788,0,-0.226348,0.286582,0,-0.223671,0.123651,0
198 214 0,-0.46396,0,-0.0866624,-0.461334,0,-0.148953,-0.432737,0,-0.149629,-0.414552,0,-0.146904,-0.361654,0,-0.00193197,-0.361925,0
197 214 -0.146904,-0.361654,0,-0.14939,-0.338351,0,-0.144791,-0.271623,0,-0.144602,-0.27019,0,0.00672581,-0.268697,0,0.008196,-0.297296,0,-0.00193197,-0.361925,0
196 214 0.244643,-0.365865,0,0.245012,-0.356118,0,0.33067,-0.366152,0,0.332586,-0.378905,0,0.334387,-0.4389,0,0.250496,-0.445304,0
195 214 0.334387,-0.4389,0,0.339393,-0.474565,0,0.336643,-0.549267,0,0.259659,-0.502035,0,0.249847,-0.483386,0,0.250496,-0.445304,0
194 214 -0.979086,-0.899557,0,-0.780043,-0.778692,0,-0.746592,-0.791745,0,-0.713766,-1.01242,0,-0.722294,-1.03725,0,-0.966205,-1.01023,0
193 214 -0.722294,-1.03725,0,-0.765,-1.33,0,-1.00913,-1.33,0,-0.966205,-1.01023,0
192 214 -0.257586,-1.33,0,-0.5,-1.33,0,-0.467574,-1.09768,0,-0.261498,-1.11758,0
191 214 -0.467574,-1.09768,0,-0.4702,-1.04105,0,-0.281418,-0.939135,0,-0.24705,-0.987746,0,-0.243811,-1.03199,0,-0.261498,-1.11758,0
190 214 0.333965,-0.183361,0,0.330743,-0.229095,0,0.238616,-0.196992,0,0.237116,-0.187352,0,0.230667,-0.0996682,0,0.329919,-0.103034,0
189 214 0.230667,-0.0996682,0,0.229676,-0.0929308,0,0.227133,-0.00802108,0,0.227837,0.00900383,0,0.323324,-0.00952813,0,0.330646,-0.0920469,0,0.329919,-0.103034,0
188 214 0.0151492,-0.0776801,0,0.0185841,-0.0434289,0,0.135521,-0.0601779,0,0.136252,-0.0684224,0,0.131262,-0.125868,0,0.0163968,-0.122036,0
187 214 0.131262,-0.125868,0,0.135578,-0.188514,0,0.134032,-0.206528,0,0.0176167,-0.192243,0,0.0125182,-0.154963,0,0.0163968,-0.122036,0
186 214 0.132899,-0.306391,0,0.13848,-0.273529,0,0.237988,-0.288833,0,0.245012,-0.356118,0,0.244643,-0.365865,0,0.133548,-0.361799,0
185 214 0.244643,-0.365865,0,0.250496,-0.445304,0,0.249847,-0.483386,0,0.156723,-0.431154,0,0.127841,-0.405659,0,0.133548,-0.361799,0
184 214 0.00241707,0.0921801,0,0.00444589,0.131709,0,0.127938,0.129446,0,0.134384,0.0813284,0,0.133193,0.050964,0,0.0133547,0.0395229,0
183 214 0.133193,0.050964,0,0.138276,-0.00976506,0,0.135521,-0.0601779,0,0.0185841,-0.0434289,0,0.0133547,0.0395229,0
182 214 0.0176167,-0.192243,0,0.00672581,-0.268697,0,-0.144602,-0.27019,0,-0.154982,-0.166488,0,-0.15258,-0.153463,0,0.0125182,-0.154963,0
181 214 -0.15258,-0.153463,0,-0.150333,-0.101582,0,-0.147932,-0.0847279,0,-0.0651316,-0.0708882,0,0.0151492,-0.0776801,0,0.0163968,-0.122036,0,0.0125182,-0.154963,0
180 214 -0.340122,0.00252919,0,-0.229468,0.0279066,0,-0.227859,-0.00223738,0,-0.230377,-0.077354,0,-0.342191,-0.0735958,0
179 214 -0.230377,-0.077354,0,-0.229377,-0.0939395,0,-0.23595,-0.155061,0,-0.346456,-0.196215,0,-0.347792,-0.112558,0,-0.342191,-0.0735958,0
178 214 -0.147932,-0.0847279,0,-0.149433,0.0078206,0,-0.142364,0.0767006,0,-0.0701307,0.076017,0,-0.0651316,-0.0708882,0
177 214 -0.0701307,0.076017,0,0.00241707,0.0921801,0,0.0133547,0.0395229,0,0.0185841,-0.0434289,0,0.0151492,-0.0776801,0,-0.0651316,-0.0708882,0
176 214 0.112636,0.235264,0,0.114676,0.342143,0,0.226334,0.286057,0,0.218064,0.194922,0,0.12238,0.190373,0
175 214 0.218064,0.194922,0,0.223388,0.124363,0,0.221251,0.0778882,0,0.134384,0.0813284,0,0.127938,0.129446,0,0.12238,0.190373,0
174 214 0.238616,-0.196992,0,0.238563,-0.281032,0,0.237988,-0.288833,0,0.13848,-0.273529,0,0.134032,-0.206528,0,0.135578,-0.188514,0,0.237116,-0.187352,0
173 214 0.135578,-0.188514,0,0.131262,-0.125868,0,0.136252,-0.0684224,0,0.229676,-0.0929308,0,0.230667,-0.0996682,0,0.237116,-0.187352,0
172 214 0.133548,-0.361799,0,0.127841,-0.405659,0,0,-0.46396,0,-0.00193197,-0.361925,0,0.008196,-0.297296,0,0.132899,-0.306391,0
171 214 0.008196,-0.297296,0,0.00672581,-0.268697,0,0.0176167,-0.192243,0,0.134032,-0.206528,0,0.13848,-0.273529,0,0.132899,-0.306391,0
170 214 0.133193,0.050964,0,0.134384,0.0813284,0,0.221251,0.0778882,0,0.227837,0.00900383,0,0.227133,-0.00802108,0,0.138276,-0.00976506,0
169 214 0.227133,-0.00802108,0,0.229676,-0.0929308,0,0.136252,-0.0684224,0,0.135521,-0.0601779,0,0.138276,-0.00976506,0
168 214 0.12238,0.190373,0,0.127938,0.129446,0,0.00444589,0.131709,0,-0.00199679,0.187303,0,0.00178469,0.230538,0,0.112636,0.235264,0
167 214 0.00178469,0.230538,0,0,0.37208,0,0.114676,0.342143,0,0.112636,0.235264,0
166 214 0.00444589,0.131709,0,0.00241707,0.0921801,0,-0.0701307,0.076017,0,-0.142364,0.0767006,0,-0.144006,0.121345,0,-0.13569,0.188437,0,-0.00199679,0.187303,0
165 214 -0.13569,0.188437,0,-0.137313,0.332951,0,0,0.37208,0,0.00178469,0.230538,0,-0.00199679,0.187303,0
164 214 -0.15258,-0.153463,0,-0.154982,-0.166488,0,-0.235032,-0.184405,0,-0.23595,-0.155061,0,-0.229377,-0.0939395,0,-0.150333,-0.101582,0
163 214 -0.229377,-0.0939395,0,-0.230377,-0.077354,0,-0.227859,-0.00223738,0,-0.149433,0.0078206,0,-0.147932,-0.0847279,0,-0.150333,-0.101582,0
162 214 0.5,-1.33,0,0.242424,-1.33,0,0.243773,-1.15002,0,0.478702,-1.13754,0
161 214 0.243773,-1.15002,0,0.234184,-1.10179,0,0.23993,-1.05491,0,0.324354,-1.04257,0,0.47344,-1.0528,0,0.483048,-1.09254,0,0.478702,-1.13754,0
160 214 0.23993,-1.05491,0,0.230049,-0.985716,0,0.241248,-0.864861,0,0.315942,-0.864496,0,0.337289,-0.874089,0,0.324354,-1.04257,0
159 214 0.337289,-0.874089,0,0.485125,-0.917389,0,0.47344,-1.0528,0,0.324354,-1.04257,0
158 214 -0.142364,0.0767006,0,-0.149433,0.0078206,0,-0.227859,-0.00223738,0,-0.229468,0.0279066,0,-0.223454,0.121558,0,-0.144006,0.121345,0
157 214 -0.223454,0.121558,0,-0.223671,0.123651,0,-0.226348,0.286582,0,-0.137313,0.332951,0,-0.13569,0.188437,0,-0.144006,0.121345,0
156 214 -0.320381,-0.841233,0,-0.281418,-0.939135,0,-0.4702,-1.04105,0,-0.483075,-0.991458,0,-0.479838,-0.889147,0,-0.330654,-0.827389,0
155 214 -0.479838,-0.889147,0,-0.5,-0.759004,0,-0.4252,-0.688042,0,-0.369758,-0.755802,0,-0.330654,-0.827389,0
154 214 0.485125,-0.917389,0,0.337289,-0.874089,0,0.315942,-0.864496,0,0.340056,-0.754773,0,0.494324,-0.782929,0
153 214 0.340056,-0.754773,0,0.34328,-0.69296,0,0.368368,-0.600819,0,0.5,-0.755218,0,0.494324,-0.782929,0
152 214 -0.249832,-0.489379,0,-0.240093,-0.494662,0,-0.239345,-0.594141,0,-0.241132,-0.613521,0,-0.273842,-0.644437,0,-0.335995,-0.547475,0
151 214 -0.273842,-0.644437,0,-0.369758,-0.755802,0,-0.4252,-0.688042,0,-0.354763,-0.557505,0,-0.335995,-0.547475,0
150 214 0.466114,-0.364979,0,0.455831,-0.298073,0,0.435367,-0.177972,0,0.43255,-0.101365,0,0.424267,0.0622045,0,0.688075,-0.333733,0,0.673139,-0.430572,0,0.471431,-0.383661,0
149 214 0.673139,-0.430572,0,0.635656,-0.838234,0,0.5,-0.755218,0,0.462658,-0.476265,0,0.471431,-0.383661,0
148 214 0.24459,-0.596968,0,0.259659,-0.502035,0,0.336643,-0.549267,0,0.368368,-0.600819,0,0.34328,-0.69296,0,0.245537,-0.670566,0
147 214 0.34328,-0.69296,0,0.340056,-0.754773,0,0.315942,-0.864496,0,0.241248,-0.864861,0,0.234203,-0.782232,0,0.245537,-0.670566,0
146 214 -0.746592,-0.791745,0,-0.641919,-0.758193,0,-0.5,-0.759004,0,-0.479838,-0.889147,0,-0.483075,-0.991458,0,-0.713766,-1.01242,0
145 214 -0.483075,-0.991458,0,-0.4702,-1.04105,0,-0.467574,-1.09768,0,-0.5,-1.33,0,-0.765,-1.33,0,-0.722294,-1.03725,0,-0.713766,-1.01242,0
144 214 -0.488381,-0.4994,0,-0.487946,-0.545275,0,-0.5,-0.759004,0,-0.641919,-0.758193,0,-0.642052,-0.531502,0
143 214 -0.641919,-0.758193,0,-0.746592,-0.791745,0,-0.780043,-0.778692,0,-0.768198,-0.687297,0,-0.720482,-0.523308,0,-0.642052,-0.531502,0
142 214 -0.424267,0.0640978,0,-0.434382,-0.121482,0,-0.442911,-0.251662,0,-0.460825,-0.345056,0,-0.623295,-0.234845,0
141 214 -0.460825,-0.345056,0,-0.460596,-0.369845,0,-0.471203,-0.443744,0,-0.488381,-0.4994,0,-0.642052,-0.531502,0,-0.720482,-0.523308,0,-0.682545,-0.322256,0,-0.623295,-0.234845,0
140 214 -0.330654,-0.827389,0,-0.369758,-0.755802,0,-0.273842,-0.644437,0,-0.241132,-0.613521,0,-0.224445,-0.798321,0,-0.320381,-0.841233,0
139 214 -0.224445,-0.798321,0,-0.223483,-0.80493,0,-0.24705,-0.987746,0,-0.281418,-0.939135,0,-0.320381,-0.841233,0
138 214 1.5,-0.94,0,1.5,-1.12,0,1.15988,-1.09337,0,1.17164,-0.825403,0
137 214 1.15988,-1.09337,0,0.999999,-1.13684,0,0.973021,-1.11189,0,0.887599,-0.589241,0,1.17164,-0.825403,0
136 214 0.156723,-0.431154,0,0.249847,-0.483386,0,0.259659,-0.502035,0,0.24459,-0.596968,0,0.138663,-0.573767,0
135 214 0.24459,-0.596968,0,0.245537,-0.670566,0,0.234203,-0.782232,0,0.136321,-0.726102,0,0.13479,-0.592554,0,0.138663,-0.573767,0
134 214 0.136321,-0.726102,0,0.127699,-0.726752,0,0.016277,-0.714868,0,0.00883722,-0.657742,0,0.010879,-0.584362,0,0.13479,-0.592554,0
133 214 0.010879,-0.584362,0,0,-0.46396,0,0.127841,-0.405659,0,0.156723,-0.431154,0,0.138663,-0.573767,0,0.13479,-0.592554,0
132 214 -0.108028,-0.59833,0,-0.0866624,-0.461334,0,0,-0.46396,0,0.010879,-0.584362,0,0.00883722,-0.657742,0,-0.103641,-0.670277,0
131 214 0.00883722,-0.657742,0,0.016277,-0.714868,0,0.00821838,-0.799666,0,-0.0998624,-0.774666,0,-0.109472,-0.770328,0,-0.103641,-0.670277,0
130 214 -0.240093,-0.494662,0,-0.148953,-0.432737,0,-0.0866624,-0.461334,0,-0.108028,-0.59833,0,-0.239345,-0.594141,0
129 214 -0.108028,-0.59833,0,-0.103641,-0.670277,0,-0.109472,-0.770328,0,-0.223483,-0.80493,0,-0.224445,-0.798321,0,-0.241132,-0.613521,0,-0.239345,-0.594141,0
128 214 0.00635374,-1.05044,0,0.0106671,-1.09276,0,0,-1.33,0,-0.11443,-1.33,0,-0.0932467,-1.03111,0
127 214 -0.11443,-1.33,0,-0.257586,-1.33,0,-0.261498,-1.11758,0,-0.243811,-1.03199,0,-0.122094,-1.01654,0,-0.0932467,-1.03111,0
126 214 0.75002,-1.02737,0,0.723349,-1.33,0,0.5,-1.33,0,0.478702,-1.13754,0,0.483048,-1.09254,0,0.704085,-0.973972,0
125 214 0.483048,-1.09254,0,0.47344,-1.0528,0,0.485125,-0.917389,0,0.494324,-0.782929,0,0.5,-0.755218,0,0.635656,-0.838234,0,0.704085,-0.973972,0
124 214 0.243773,-1.15002,0,0.242424,-1.33,0,0,-1.33,0,0.0106671,-1.09276,0,0.234184,-1.10179,0
123 214 0.0106671,-1.09276,0,0.00635374,-1.05044,0,0.0198354,-0.96609,0,0.125337,-0.956062,0,0.230049,-0.985716,0,0.23993,-1.05491,0,0.234184,-1.10179,0
122 214 0.00821838,-0.799666,0,0.0198354,-0.96609,0,0.00635374,-1.05044,0,-0.0932467,-1.03111,0,-0.122094,-1.01654,0,-0.0998624,-0.774666,0
121 214 -0.122094,-1.01654,0,-0.243811,-1.03199,0,-0.24705,-0.987746,0,-0.223483,-0.80493,0,-0.109472,-0.770328,0,-0.0998624,-0.774666,0
120 214 0.0198354,-0.96609,0,0.00821838,-0.799666,0,0.016277,-0.714868,0,0.127699,-0.726752,0,0.125337,-0.956062,0
119 214 0.127699,-0.726752,0,0.136321,-0.726102,0,0.234203,-0.782232,0,0.241248,-0.864861,0,0.230049,-0.985716,0,0.125337,-0.956062,0
118 214 0.5,-0.755218,0,0.368368,-0.600819,0,0.336643,-0.549267,0,0.339393,-0.474565,0,0.462658,-0.476265,0
116 214 -0.354763,-0.557505,0,-0.4252,-0.688042,0,-0.5,-0.759004,0,-0.487946,-0.545275,0,-0.35715,-0.529939,0
108 214 -0.424267,0.0640978,0,-0.346685,0.159788,0,-0.341055,0.11411,0,-0.340122,0.00252919,0,-0.342191,-0.0735958,0,-0.347792,-0.112558,0,-0.434382,-0.121482,0
103 214 0.330646,-0.0920469,0,0.323324,-0.00952813,0,0.323416,0.119593,0,0.32972,0.178261,0,0.424267,0.0622045,0,0.43255,-0.101365,0
