ID Time CellCorners
101 122 0.231814,-0.420035,0,0.226096,-0.376175,0,0.236554,-0.243512,0,0.350322,-0.305143,0,0.333353,-0.425341,0
100 122 0.0151546,-0.489553,0,0.0185944,-0.466835,0,0.136271,-0.470775,0,0.136978,-0.476109,0,0.134308,-0.566906,0,0.0176195,-0.564935,0
99 122 0.134308,-0.566906,0,0.138643,-0.610955,0,0.127859,-0.699966,0,0,-0.74732,0,0.00672597,-0.616229,0,0.0176195,-0.564935,0
98 122 0.135832,-0.37896,0,0.136271,-0.470775,0,0.0185944,-0.466835,0,0.00241743,-0.378656,0,0.00444736,-0.352612,0,0.129509,-0.34824,0
97 122 0.00444736,-0.352612,0,0,-0.19464,0,0.117232,-0.212326,0,0.129509,-0.34824,0
96 122 0.134308,-0.566906,0,0.136978,-0.476109,0,0.232215,-0.485897,0,0.240181,-0.55327,0,0.238772,-0.613963,0,0.138643,-0.610955,0
95 122 0.238772,-0.613963,0,0.245465,-0.658275,0,0.249914,-0.743783,0,0.156746,-0.715162,0,0.127859,-0.699966,0,0.138643,-0.610955,0
94 122 0.231814,-0.420035,0,0.232215,-0.485897,0,0.136978,-0.476109,0,0.136271,-0.470775,0,0.135832,-0.37896,0,0.226096,-0.376175,0
93 122 0.135832,-0.37896,0,0.129509,-0.34824,0,0.117232,-0.212326,0,0.236554,-0.243512,0,0.226096,-0.376175,0
92 122 0.0185944,-0.466835,0,0.0151546,-0.489553,0,-0.148773,-0.485546,0,-0.150811,-0.425286,0,-0.144018,-0.38119,0,0.00241743,-0.378656,0
91 122 -0.144018,-0.38119,0,-0.140989,-0.217503,0,0,-0.19464,0,0.00444736,-0.352612,0,0.00241743,-0.378656,0
90 122 -0.369297,-0.315607,0,-0.236568,-0.243217,0,-0.233948,-0.407354,0,-0.352633,-0.416001,0
89 122 -0.233948,-0.407354,0,-0.231748,-0.42683,0,-0.237994,-0.525327,0,-0.352041,-0.543773,0,-0.356241,-0.489359,0,-0.352633,-0.416001,0
88 122 -0.148773,-0.485546,0,-0.155555,-0.538592,0,-0.23673,-0.544591,0,-0.237994,-0.525327,0,-0.231748,-0.42683,0,-0.150811,-0.425286,0
87 122 -0.231748,-0.42683,0,-0.233948,-0.407354,0,-0.236568,-0.243217,0,-0.140989,-0.217503,0,-0.144018,-0.38119,0,-0.150811,-0.425286,0
86 122 -0.91396,-0.713429,0,-0.933783,-0.79464,0,-0.995516,-0.964152,0,-1.14804,-0.990551,0,-1.17677,-0.85676,0
85 122 -1.14804,-0.990551,0,-1.5,-1.12,0,-1.5,-0.94,0,-1.17677,-0.85676,0
84 122 -0.24705,-1.08993,0,-0.243811,-1.12042,0,-0.257586,-1.33,0,-0.5,-1.33,0,-0.4702,-1.11874,0,-0.281418,-1.0553,0
83 122 -0.4702,-1.11874,0,-0.5,-0.914927,0,-0.425204,-0.870726,0,-0.369758,-0.923614,0,-0.281418,-1.0553,0
82 122 0.5,-1.33,0,0.242424,-1.33,0,0.23993,-1.13622,0,0.47344,-1.1267,0
81 122 0.23993,-1.13622,0,0.230049,-1.08895,0,0.241248,-1.00591,0,0.315942,-1.00208,0,0.485125,-1.02973,0,0.47344,-1.1267,0
80 122 0.5,-0.912776,0,0.485125,-1.02973,0,0.315942,-1.00208,0,0.368411,-0.81506,0
79 122 0.315942,-1.00208,0,0.241248,-1.00591,0,0.234203,-0.949915,0,0.259713,-0.755742,0,0.336739,-0.782021,0,0.368411,-0.81506,0
78 122 -0.782297,-0.899724,0,-0.981762,-0.967977,0,-0.995516,-0.964152,0,-0.933783,-0.79464,0,-0.776108,-0.834115,0
77 122 -0.933783,-0.79464,0,-0.91396,-0.713429,0,-0.742442,-0.589075,0,-0.742936,-0.723975,0,-0.776108,-0.834115,0
76 122 -0.223483,-0.966169,0,-0.24705,-1.08993,0,-0.281418,-1.0553,0,-0.369758,-0.923614,0,-0.241132,-0.833438,0
75 122 -0.369758,-0.923614,0,-0.425204,-0.870726,0,-0.354902,-0.785337,0,-0.249899,-0.7472,0,-0.24014,-0.751573,0,-0.241132,-0.833438,0
74 122 -0.223483,-0.966169,0,-0.241132,-0.833438,0,-0.24014,-0.751573,0,-0.148972,-0.716347,0,-0.086663,-0.740017,0,-0.109472,-0.947968,0
73 122 -0.086663,-0.740017,0,0,-0.74732,0,0.016277,-0.914744,0,0.00821838,-0.971449,0,-0.109472,-0.947968,0
72 122 0.016277,-0.914744,0,0,-0.74732,0,0.127859,-0.699966,0,0.156746,-0.715162,0,0.136321,-0.916834,0
71 122 0.156746,-0.715162,0,0.249914,-0.743783,0,0.259713,-0.755742,0,0.234203,-0.949915,0,0.136321,-0.916834,0
70 122 0,-1.33,0,-0.257586,-1.33,0,-0.243811,-1.12042,0,0.00635374,-1.13896,0
69 122 -0.243811,-1.12042,0,-0.24705,-1.08993,0,-0.223483,-0.966169,0,-0.109472,-0.947968,0,0.00821838,-0.971449,0,0.0198354,-1.08204,0,0.00635374,-1.13896,0
68 122 0.23993,-1.13622,0,0.242424,-1.33,0,0,-1.33,0,0.00635374,-1.13896,0,0.0198354,-1.08204,0,0.230049,-1.08895,0
67 122 0.0198354,-1.08204,0,0.00821838,-0.971449,0,0.016277,-0.914744,0,0.136321,-0.916834,0,0.234203,-0.949915,0,0.241248,-1.00591,0,0.230049,-1.08895,0
66 122 -0.742442,-0.589075,0,-0.456978,-0.369597,0,-0.451974,-0.487887,0,-0.466659,-0.648343,0,-0.491154,-0.733121,0,-0.742936,-0.723975,0
65 122 -0.491154,-0.733121,0,-0.489574,-0.764671,0,-0.5,-0.914927,0,-0.747545,-0.913426,0,-0.782297,-0.899724,0,-0.776108,-0.834115,0,-0.742936,-0.723975,0
64 122 -1.00913,-1.33,0,-0.981762,-0.967977,0,-0.782297,-0.899724,0,-0.747545,-0.913426,0,-0.765,-1.33,0
63 122 -0.747545,-0.913426,0,-0.5,-0.914927,0,-0.4702,-1.11874,0,-0.5,-1.33,0,-0.765,-1.33,0
62 122 0.952725,-0.740742,0,0.973021,-1.14455,0,0.75002,-1.09323,0,0.635656,-0.960923,0,0.748333,-0.595595,0
61 122 0.635656,-0.960923,0,0.5,-0.912776,0,0.464426,-0.602018,0,0.451022,-0.47541,0,0.456978,-0.370673,0,0.748333,-0.595595,0
60 122 0.973021,-1.14455,0,0.999999,-1.16358,0,0.999999,-1.33,0,0.723349,-1.33,0,0.75002,-1.09323,0
59 122 0.723349,-1.33,0,0.5,-1.33,0,0.47344,-1.1267,0,0.485125,-1.02973,0,0.5,-0.912776,0,0.635656,-0.960923,0,0.75002,-1.09323,0
56 122 0.5,-0.912776,0,0.368411,-0.81506,0,0.336739,-0.782021,0,0.332037,-0.658205,0,0.336496,-0.590976,0,0.464426,-0.602018,0
24 122 1.5,-0.94,0,1.5,-1.12,0,0.999999,-1.16358,0,0.973021,-1.14455,0,0.952725,-0.740742,0
13 122 -1.00913,-1.33,0,-1.5,-1.33,0,-1.5,-1.12,0,-1.14804,-0.990551,0,-0.995516,-0.964152,0,-0.981762,-0.967977,0
10 122 1.5,-1.12,0,1.5,-1.33,0,0.999999,-1.33,0,0.999999,-1.16358,0
116 123 -0.3549,-0.78286,0,-0.425204,-0.86874,0,-0.5,-0.913233,0,-0.489557,-0.762286,0,-0.357414,-0.763534,0
115 123 -0.489557,-0.762286,0,-0.491124,-0.730581,0,-0.466593,-0.645316,0,-0.359192,-0.635309,0,-0.357414,-0.763534,0
114 123 -0.236633,-0.646221,0,-0.249899,-0.744398,0,-0.3549,-0.78286,0,-0.357414,-0.763534,0,-0.359192,-0.635309,0,-0.357608,-0.625628,0,-0.237746,-0.633708,0
113 123 -0.357608,-0.625628,0,-0.351981,-0.539995,0,-0.237972,-0.521302,0,-0.236712,-0.540676,0,-0.237746,-0.633708,0
112 123 -0.237746,-0.633708,0,-0.236712,-0.540676,0,-0.155549,-0.534548,0,-0.144802,-0.604144,0,-0.149493,-0.649453,0,-0.236633,-0.646221,0
111 123 -0.149493,-0.649453,0,-0.148972,-0.713264,0,-0.240139,-0.748781,0,-0.249899,-0.744398,0,-0.236633,-0.646221,0
110 123 0.336738,-0.779491,0,0.259712,-0.752985,0,0.249913,-0.740953,0,0.24546,-0.654991,0,0.332022,-0.655031,0
109 123 0.24546,-0.654991,0,0.238764,-0.610429,0,0.240164,-0.549398,0,0.334465,-0.563646,0,0.336462,-0.587436,0,0.332022,-0.655031,0
108 123 -0.456622,-0.364883,0,-0.369052,-0.31044,0,-0.352497,-0.411452,0,-0.356149,-0.485263,0,-0.451783,-0.483904,0
107 123 -0.356149,-0.485263,0,-0.351981,-0.539995,0,-0.357608,-0.625628,0,-0.359192,-0.635309,0,-0.466593,-0.645316,0,-0.451783,-0.483904,0
106 123 -0.155549,-0.534548,0,-0.148764,-0.481189,0,0.0151545,-0.485076,0,0.0176195,-0.560884,0,0.00672597,-0.612452,0,-0.144802,-0.604144,0
105 123 0.00672597,-0.612452,0,0,-0.74424,0,-0.086663,-0.736987,0,-0.148972,-0.713264,0,-0.149493,-0.649453,0,-0.144802,-0.604144,0
104 123 0.464333,-0.598714,0,0.336462,-0.587436,0,0.334465,-0.563646,0,0.338177,-0.473787,0,0.450821,-0.471344,0
103 123 0.338177,-0.473787,0,0.333244,-0.420821,0,0.350099,-0.299888,0,0.456622,-0.365967,0,0.450821,-0.471344,0
102 123 0.338177,-0.473787,0,0.334465,-0.563646,0,0.240164,-0.549398,0,0.232187,-0.481625,0,0.231771,-0.415372,0,0.333244,-0.420821,0
101 123 0.231771,-0.415372,0,0.226044,-0.37124,0,0.236443,-0.237756,0,0.350099,-0.299888,0,0.333244,-0.420821,0
100 123 0.0151545,-0.485076,0,0.0185943,-0.462233,0,0.136262,-0.466312,0,0.13697,-0.471678,0,0.134305,-0.562989,0,0.0176195,-0.560884,0
99 123 0.134305,-0.562989,0,0.138642,-0.607288,0,0.127859,-0.696767,0,0,-0.74424,0,0.00672597,-0.612452,0,0.0176195,-0.560884,0
98 123 0.135816,-0.373957,0,0.136262,-0.466312,0,0.0185943,-0.462233,0,0.00241743,-0.373538,0,0.00444735,-0.347347,0,0.129492,-0.343047,0
97 123 0.00444735,-0.347347,0,0,-0.18848,0,0.117205,-0.206299,0,0.129492,-0.343047,0
96 123 0.134305,-0.562989,0,0.13697,-0.471678,0,0.232187,-0.481625,0,0.240164,-0.549398,0,0.238764,-0.610429,0,0.138642,-0.607288,0
95 123 0.238764,-0.610429,0,0.24546,-0.654991,0,0.249913,-0.740953,0,0.156746,-0.712075,0,0.127859,-0.696767,0,0.138642,-0.607288,0
94 123 0.231771,-0.415372,0,0.232187,-0.481625,0,0.13697,-0.471678,0,0.136262,-0.466312,0,0.135816,-0.373957,0,0.226044,-0.37124,0
93 123 0.135816,-0.373957,0,0.129492,-0.343047,0,0.117205,-0.206299,0,0.236443,-0.237756,0,0.226044,-0.37124,0
92 123 0.0185943,-0.462233,0,0.0151545,-0.485076,0,-0.148764,-0.481189,0,-0.150796,-0.420579,0,-0.144,-0.376213,0,0.00241743,-0.373538,0
91 123 -0.144,-0.376213,0,-0.140949,-0.21152,0,0,-0.18848,0,0.00444735,-0.347347,0,0.00241743,-0.373538,0
90 123 -0.369052,-0.31044,0,-0.236456,-0.237458,0,-0.233899,-0.402623,0,-0.352497,-0.411452,0
89 123 -0.233899,-0.402623,0,-0.231706,-0.422215,0,-0.237972,-0.521302,0,-0.351981,-0.539995,0,-0.356149,-0.485263,0,-0.352497,-0.411452,0
88 123 -0.148764,-0.481189,0,-0.155549,-0.534548,0,-0.236712,-0.540676,0,-0.237972,-0.521302,0,-0.231706,-0.422215,0,-0.150796,-0.420579,0
87 123 -0.231706,-0.422215,0,-0.233899,-0.402623,0,-0.236456,-0.237458,0,-0.140949,-0.21152,0,-0.144,-0.376213,0,-0.150796,-0.420579,0
86 123 -0.913249,-0.711556,0,-0.933393,-0.79317,0,-0.995478,-0.963421,0,-1.14799,-0.990141,0,-1.17621,-0.856072,0
85 123 -1.14799,-0.990141,0,-1.5,-1.12,0,-1.5,-0.94,0,-1.17621,-0.856072,0
84 123 -0.24705,-1.08882,0,-0.243811,-1.11946,0,-0.257586,-1.33,0,-0.5,-1.33,0,-0.4702,-1.1179,0,-0.281418,-1.05404,0
83 123 -0.4702,-1.1179,0,-0.5,-0.913233,0,-0.425204,-0.86874,0,-0.369758,-0.92179,0,-0.281418,-1.05404,0
82 123 0.5,-1.33,0,0.242424,-1.33,0,0.23993,-1.13534,0,0.47344,-1.1259,0
81 123 0.23993,-1.13534,0,0.230049,-1.08783,0,0.241248,-1.00438,0,0.315942,-1.00058,0,0.485125,-1.02851,0,0.47344,-1.1259,0
80 123 0.5,-0.911064,0,0.485125,-1.02851,0,0.315942,-1.00058,0,0.36841,-0.812731,0
79 123 0.315942,-1.00058,0,0.241248,-1.00438,0,0.234203,-0.948093,0,0.259712,-0.752985,0,0.336738,-0.779491,0,0.36841,-0.812731,0
78 123 -0.782273,-0.898408,0,-0.981733,-0.967234,0,-0.995478,-0.963421,0,-0.933393,-0.79317,0,-0.776022,-0.83252,0
77 123 -0.933393,-0.79317,0,-0.913249,-0.711556,0,-0.74179,-0.586175,0,-0.742692,-0.721794,0,-0.776022,-0.83252,0
76 123 -0.223483,-0.964417,0,-0.24705,-1.08882,0,-0.281418,-1.05404,0,-0.369758,-0.92179,0,-0.241132,-0.831047,0
75 123 -0.369758,-0.92179,0,-0.425204,-0.86874,0,-0.3549,-0.78286,0,-0.249899,-0.744398,0,-0.240139,-0.748781,0,-0.241132,-0.831047,0
74 123 -0.223483,-0.964417,0,-0.241132,-0.831047,0,-0.240139,-0.748781,0,-0.148972,-0.713264,0,-0.086663,-0.736987,0,-0.109472,-0.946037,0
73 123 -0.086663,-0.736987,0,0,-0.74424,0,0.016277,-0.912571,0,0.00821838,-0.969582,0,-0.109472,-0.946037,0
72 123 0.016277,-0.912571,0,0,-0.74424,0,0.127859,-0.696767,0,0.156746,-0.712075,0,0.136321,-0.914761,0
71 123 0.156746,-0.712075,0,0.249913,-0.740953,0,0.259712,-0.752985,0,0.234203,-0.948093,0,0.136321,-0.914761,0
70 123 0,-1.33,0,-0.257586,-1.33,0,-0.243811,-1.11946,0,0.00635374,-1.138,0
69 123 -0.243811,-1.11946,0,-0.24705,-1.08882,0,-0.223483,-0.964417,0,-0.109472,-0.946037,0,0.00821838,-0.969582,0,0.0198354,-1.08078,0,0.00635374,-1.138,0
68 123 0.23993,-1.13534,0,0.242424,-1.33,0,0,-1.33,0,0.00635374,-1.138,0,0.0198354,-1.08078,0,0.230049,-1.08783,0
67 123 0.0198354,-1.08078,0,0.00821838,-0.969582,0,0.016277,-0.912571,0,0.136321,-0.914761,0,0.234203,-0.948093,0,0.241248,-1.00438,0,0.230049,-1.08783,0
66 123 -0.74179,-0.586175,0,-0.456622,-0.364883,0,-0.451783,-0.483904,0,-0.466593,-0.645316,0,-0.491124,-0.730581,0,-0.742692,-0.721794,0
65 123 -0.491124,-0.730581,0,-0.489557,-0.762286,0,-0.5,-0.913233,0,-0.747534,-0.912104,0,-0.782273,-0.898408,0,-0.776022,-0.83252,0,-0.742692,-0.721794,0
64 123 -1.00913,-1.33,0,-0.981733,-0.967234,0,-0.782273,-0.898408,0,-0.747534,-0.912104,0,-0.765,-1.33,0
63 123 -0.747534,-0.912104,0,-0.5,-0.913233,0,-0.4702,-1.1179,0,-0.5,-1.33,0,-0.765,-1.33,0
62 123 0.952017,-0.739096,0,0.973021,-1.14419,0,0.75002,-1.09251,0,0.635656,-0.95959,0,0.747678,-0.592749,0
61 123 0.635656,-0.95959,0,0.5,-0.911064,0,0.464333,-0.598714,0,0.450821,-0.471344,0,0.456622,-0.365967,0,0.747678,-0.592749,0
60 123 0.973021,-1.14419,0,0.999999,-1.16329,0,0.999999,-1.33,0,0.723349,-1.33,0,0.75002,-1.09251,0
59 123 0.723349,-1.33,0,0.5,-1.33,0,0.47344,-1.1259,0,0.485125,-1.02851,0,0.5,-0.911064,0,0.635656,-0.95959,0,0.75002,-1.09251,0
56 123 0.5,-0.911064,0,0.36841,-0.812731,0,0.336738,-0.779491,0,0.332022,-0.655031,0,0.336462,-0.587436,0,0.464333,-0.598714,0
24 123 1.5,-0.94,0,1.5,-1.12,0,0.999999,-1.16329,0,0.973021,-1.14419,0,0.952017,-0.739096,0
13 123 -1.00913,-1.33,0,-1.5,-1.33,0,-1.5,-1.12,0,-1.14799,-0.990141,0,-0.995478,-0.963421,0,-0.981733,-0.967234,0
10 123 1.5,-1.12,0,1.5,-1.33,0,0.999999,-1.33,0,0.999999,-1.16329,0
116 124 -0.354899,-0.780384,0,-0.425203,-0.866755,0,-0.5,-0.911538,0,-0.489539,-0.759901,0,-0.357411,-0.760967,0
115 124 -0.489539,-0.759901,0,-0.491094,-0.72804,0,-0.466527,-0.642289,0,-0.359165,-0.632079,0,-0.357411,-0.760967,0
114 124 -0.236628,-0.642891,0,-0.249898,-0.741596,0,-0.354899,-0.780384,0,-0.357411,-0.760967,0,-0.359165,-0.632079,0,-0.357578,-0.622342,0,-0.237739,-0.630312,0
113 124 -0.357578,-0.622342,0,-0.35192,-0.536217,0,-0.237949,-0.517277,0,-0.236693,-0.536761,0,-0.237739,-0.630312,0
112 124 -0.237739,-0.630312,0,-0.236693,-0.536761,0,-0.155543,-0.530503,0,-0.1448,-0.600474,0,-0.149492,-0.646034,0,-0.236628,-0.642891,0
111 124 -0.149492,-0.646034,0,-0.148972,-0.710182,0,-0.240139,-0.745988,0,-0.249898,-0.741596,0,-0.236628,-0.642891,0
110 124 0.336737,-0.776961,0,0.259712,-0.750227,0,0.249913,-0.738123,0,0.245455,-0.651707,0,0.332007,-0.651856,0
109 124 0.245455,-0.651707,0,0.238755,-0.606895,0,0.240147,-0.545525,0,0.334424,-0.55997,0,0.336429,-0.583897,0,0.332007,-0.651856,0
108 124 -0.456267,-0.360169,0,-0.368806,-0.305273,0,-0.352361,-0.406902,0,-0.356058,-0.481168,0,-0.451592,-0.479921,0
107 124 -0.356058,-0.481168,0,-0.35192,-0.536217,0,-0.357578,-0.622342,0,-0.359165,-0.632079,0,-0.466527,-0.642289,0,-0.451592,-0.479921,0
106 124 -0.155543,-0.530503,0,-0.148754,-0.476832,0,0.0151544,-0.480599,0,0.0176194,-0.556833,0,0.00672596,-0.608674,0,-0.1448,-0.600474,0
105 124 0.00672596,-0.608674,0,0,-0.74116,0,-0.086663,-0.733958,0,-0.148972,-0.710182,0,-0.149492,-0.646034,0,-0.1448,-0.600474,0
104 124 0.464239,-0.59541,0,0.336429,-0.583897,0,0.334424,-0.55997,0,0.338094,-0.469592,0,0.45062,-0.467278,0
103 124 0.338094,-0.469592,0,0.333135,-0.416301,0,0.349875,-0.294634,0,0.456267,-0.361262,0,0.45062,-0.467278,0
102 124 0.338094,-0.469592,0,0.334424,-0.55997,0,0.240147,-0.545525,0,0.23216,-0.477354,0,0.231728,-0.410708,0,0.333135,-0.416301,0
101 124 0.231728,-0.410708,0,0.225991,-0.366304,0,0.236332,-0.232,0,0.349875,-0.294634,0,0.333135,-0.416301,0
100 124 0.0151544,-0.480599,0,0.0185942,-0.457631,0,0.136254,-0.461849,0,0.136962,-0.467247,0,0.134302,-0.559072,0,0.0176194,-0.556833,0
99 124 0.134302,-0.559072,0,0.13864,-0.60362,0,0.127859,-0.693568,0,0,-0.74116,0,0.00672596,-0.608674,0,0.0176194,-0.556833,0
98 124 0.1358,-0.368954,0,0.136254,-0.461849,0,0.0185942,-0.457631,0,0.00241742,-0.36842,0,0.00444733,-0.342083,0,0.129474,-0.337855,0
97 124 0.00444733,-0.342083,0,0,-0.18232,0,0.117177,-0.200272,0,0.129474,-0.337855,0
96 124 0.134302,-0.559072,0,0.136962,-0.467247,0,0.23216,-0.477354,0,0.240147,-0.545525,0,0.238755,-0.606895,0,0.13864,-0.60362,0
95 124 0.238755,-0.606895,0,0.245455,-0.651707,0,0.249913,-0.738123,0,0.156745,-0.708988,0,0.127859,-0.693568,0,0.13864,-0.60362,0
94 124 0.231728,-0.410708,0,0.23216,-0.477354,0,0.136962,-0.467247,0,0.136254,-0.461849,0,0.1358,-0.368954,0,0.225991,-0.366304,0
93 124 0.1358,-0.368954,0,0.129474,-0.337855,0,0.117177,-0.200272,0,0.236332,-0.232,0,0.225991,-0.366304,0
92 124 0.0185942,-0.457631,0,0.0151544,-0.480599,0,-0.148754,-0.476832,0,-0.150781,-0.415871,0,-0.143982,-0.371236,0,0.00241742,-0.36842,0
91 124 -0.143982,-0.371236,0,-0.140909,-0.205536,0,0,-0.18232,0,0.00444733,-0.342083,0,0.00241742,-0.36842,0
90 124 -0.368806,-0.305273,0,-0.236345,-0.231699,0,-0.233851,-0.397892,0,-0.352361,-0.406902,0
89 124 -0.233851,-0.397892,0,-0.231664,-0.4176,0,-0.237949,-0.517277,0,-0.35192,-0.536217,0,-0.356058,-0.481168,0,-0.352361,-0.406902,0
88 124 -0.148754,-0.476832,0,-0.155543,-0.530503,0,-0.236693,-0.536761,0,-0.237949,-0.517277,0,-0.231664,-0.4176,0,-0.150781,-0.415871,0
87 124 -0.231664,-0.4176,0,-0.233851,-0.397892,0,-0.236345,-0.231699,0,-0.140909,-0.205536,0,-0.143982,-0.371236,0,-0.150781,-0.415871,0
86 124 -0.912538,-0.709684,0,-0.933002,-0.791699,0,-0.995441,-0.96269,0,-1.14793,-0.989731,0,-1.17565,-0.855384,0
85 124 -1.14793,-0.989731,0,-1.5,-1.12,0,-1.5,-0.94,0,-1.17565,-0.855384,0
84 124 -0.24705,-1.08771,0,-0.243811,-1.1185,0,-0.257586,-1.33,0,-0.5,-1.33,0,-0.4702,-1.11705,0,-0.281418,-1.05278,0
83 124 -0.4702,-1.11705,0,-0.5,-0.911538,0,-0.425203,-0.866755,0,-0.369758,-0.919966,0,-0.281418,-1.05278,0
82 124 0.5,-1.33,0,0.242424,-1.33,0,0.23993,-1.13446,0,0.47344,-1.1251,0
81 124 0.23993,-1.13446,0,0.230049,-1.08671,0,0.241248,-1.00285,0,0.315942,-0.999089,0,0.485125,-1.02729,0,0.47344,-1.1251,0
80 124 0.5,-0.909351,0,0.485125,-1.02729,0,0.315942,-0.999089,0,0.36841,-0.810402,0
79 124 0.315942,-0.999089,0,0.241248,-1.00285,0,0.234203,-0.94627,0,0.259712,-0.750227,0,0.336737,-0.776961,0,0.36841,-0.810402,0
78 124 -0.782248,-0.897093,0,-0.981704,-0.96649,0,-0.995441,-0.96269,0,-0.933002,-0.791699,0,-0.775936,-0.830924,0
77 124 -0.933002,-0.791699,0,-0.912538,-0.709684,0,-0.741139,-0.583274,0,-0.742448,-0.719613,0,-0.775936,-0.830924,0
76 124 -0.223483,-0.962664,0,-0.24705,-1.08771,0,-0.281418,-1.05278,0,-0.369758,-0.919966,0,-0.241132,-0.828657,0
75 124 -0.369758,-0.919966,0,-0.425203,-0.866755,0,-0.354899,-0.780384,0,-0.249898,-0.741596,0,-0.240139,-0.745988,0,-0.241132,-0.828657,0
74 124 -0.223483,-0.962664,0,-0.241132,-0.828657,0,-0.240139,-0.745988,0,-0.148972,-0.710182,0,-0.086663,-0.733958,0,-0.109472,-0.944106,0
73 124 -0.086663,-0.733958,0,0,-0.74116,0,0.016277,-0.910399,0,0.00821838,-0.967715,0,-0.109472,-0.944106,0
72 124 0.016277,-0.910399,0,0,-0.74116,0,0.127859,-0.693568,0,0.156745,-0.708988,0,0.136321,-0.912688,0
71 124 0.156745,-0.708988,0,0.249913,-0.738123,0,0.259712,-0.750227,0,0.234203,-0.94627,0,0.136321,-0.912688,0
70 124 0,-1.33,0,-0.257586,-1.33,0,-0.243811,-1.1185,0,0.00635374,-1.13704,0
69 124 -0.243811,-1.1185,0,-0.24705,-1.08771,0,-0.223483,-0.962664,0,-0.109472,-0.944106,0,0.00821838,-0.967715,0,0.0198354,-1.07952,0,0.00635374,-1.13704,0
68 124 0.23993,-1.13446,0,0.242424,-1.33,0,0,-1.33,0,0.00635374,-1.13704,0,0.0198354,-1.07952,0,0.230049,-1.08671,0
67 124 0.0198354,-1.07952,0,0.00821838,-0.967715,0,0.016277,-0.910399,0,0.136321,-0.912688,0,0.234203,-0.94627,0,0.241248,-1.00285,0,0.230049,-1.08671,0
66 124 -0.741139,-0.583274,0,-0.456267,-0.360169,0,-0.451592,-0.479921,0,-0.466527,-0.642289,0,-0.491094,-0.72804,0,-0.742448,-0.719613,0
65 124 -0.491094,-0.72804,0,-0.489539,-0.759901,0,-0.5,-0.911538,0,-0.747524,-0.910781,0,-0.782248,-0.897093,0,-0.775936,-0.830924,0,-0.742448,-0.719613,0
64 124 -1.00913,-1.33,0,-0.981704,-0.96649,0,-0.782248,-0.897093,0,-0.747524,-0.910781,0,-0.765,-1.33,0
63 124 -0.747524,-0.910781,0,-0.5,-0.911538,0,-0.4702,-1.11705,0,-0.5,-1.33,0,-0.765,-1.33,0
62 124 0.951309,-0.737449,0,0.973021,-1.14384,0,0.75002,-1.0918,0,0.635656,-0.958256,0,0.747023,-0.589902,0
61 124 0.635656,-0.958256,0,0.5,-0.909351,0,0.464239,-0.59541,0,0.45062,-0.467278,0,0.456267,-0.361262,0,0.747023,-0.589902,0
60 124 0.973021,-1.14384,0,0.999999,-1.163,0,0.999999,-1.33,0,0.723349,-1.33,0,0.75002,-1.0918,0
59 124 0.723349,-1.33,0,0.5,-1.33,0,0.47344,-1.1251,0,0.485125,-1.02729,0,0.5,-0.909351,0,0.635656,-0.958256,0,0.75002,-1.0918,0
56 124 0.5,-0.909351,0,0.36841,-0.810402,0,0.336737,-0.776961,0,0.332007,-0.651856,0,0.336429,-0.583897,0,0.464239,-0.59541,0
24 124 1.5,-0.94,0,1.5,-1.12,0,0.999999,-1.163,0,0.973021,-1.14384,0,0.951309,-0.737449,0
13 124 -1.00913,-1.33,0,-1.5,-1.33,0,-1.5,-1.12,0,-1.14793,-0.989731,0,-0.995441,-0.96269,0,-0.981704,-0.96649,0
10 124 1.5,-1.12,0,1.5,-1.33,0,0.999999,-1.33,0,0.999999,-1.163,0
118 125 0.5,-0.907639,0,0.368409,-0.808074,0,0.336736,-0.774431,0,0.339816,-0.7223,0,0.464922,-0.712954,0
117 125 0.339816,-0.7223,0,0.331993,-0.648682,0,0.336395,-0.580357,0,0.464146,-0.592106,0,0.464922,-0.712954,0
116 125 -0.354897,-0.777908,0,-0.425203,-0.864769,0,-0.5,-0.909843,0,-0.489521,-0.757517,0,-0.357408,-0.7584,0
115 125 -0.489521,-0.757517,0,-0.491064,-0.7255,0,-0.466461,-0.639262,0,-0.359138,-0.628848,0,-0.357408,-0.7584,0
114 125 -0.236623,-0.639561,0,-0.249897,-0.738793,0,-0.354897,-0.777908,0,-0.357408,-0.7584,0,-0.359138,-0.628848,0,-0.357548,-0.619057,0,-0.237733,-0.626916,0
113 125 -0.357548,-0.619057,0,-0.351859,-0.53244,0,-0.237927,-0.513253,0,-0.236675,-0.532845,0,-0.237733,-0.626916,0
112 125 -0.237733,-0.626916,0,-0.236675,-0.532845,0,-0.155537,-0.526459,0,-0.144797,-0.596804,0,-0.149491,-0.642616,0,-0.236623,-0.639561,0
111 125 -0.149491,-0.642616,0,-0.148972,-0.707099,0,-0.240138,-0.743196,0,-0.249897,-0.738793,0,-0.236623,-0.639561,0
110 125 0.339816,-0.7223,0,0.336736,-0.774431,0,0.259711,-0.747469,0,0.249912,-0.735292,0,0.24545,-0.648422,0,0.331993,-0.648682,0
109 125 0.24545,-0.648422,0,0.238747,-0.603361,0,0.24013,-0.541653,0,0.334383,-0.556293,0,0.336395,-0.580357,0,0.331993,-0.648682,0
108 125 -0.455911,-0.355455,0,-0.36856,-0.300105,0,-0.352225,-0.402353,0,-0.355966,-0.477072,0,-0.4514,-0.475939,0
